beach,lat,lon
775,38.8594,9.697247222
776,38.88198889,8.817094444
777,38.88333333,8.688488889
778,38.88333333,8.691336111
779,38.88481111,16.75321111
780,38.88485833,16.75661389
781,38.88528889,16.75429167
782,38.88587222,16.75584444
783,38.88616667,16.75753611
784,38.88795833,16.7635
785,38.89335278,8.338502778
786,38.89489722,8.875733333
787,38.89515278,8.875733333
788,38.89515278,8.876080556
789,38.89775833,8.880775
790,38.89976667,8.880933333
791,38.90185556,16.79942222
792,38.90263056,16.81658889
793,38.903425,16.80519722
794,38.90565833,17.10001389
795,38.90589444,16.81154722
796,38.90696667,17.07148889
797,38.90813889,16.81645556
798,38.90838889,17.01596944
799,38.90972778,17.02275556
800,38.91941389,17.13020278
801,38.919425,16.85665833
802,38.91963611,8.659708333
803,38.91979167,16.85881944
804,38.92080833,16.86108611
805,38.92370556,8.659708333
806,38.92383333,16.21335833
807,38.92842222,16.21315556
808,38.92933611,16.97382222
809,38.93175556,16.20136111
810,38.933025,16.99108889
811,38.93505278,16.92665556
812,38.93590556,8.647383333
813,38.93609444,8.445602778
814,38.95104444,16.15865
815,38.95835,8.579686111
816,38.95835,8.580655556
817,38.96955278,1.552947222
818,38.97451389,1.543341667
819,38.98044444,16.13468611
820,38.98092778,16.13690556
821,38.98502778,16.13125556
822,38.98598056,8.962211111
823,38.98776944,8.962211111
824,38.99313056,8.962211111
825,38.99596944,9.181658333
826,38.99855,8.445602778
827,39.00785,9.187983333
828,39.00840833,8.962211111
829,39.00861111,8.962211111
830,39.01012778,16.11355833
831,39.01293611,16.11135278
832,39.0148,16.10476944
833,39.02422222,8.467161111
834,39.0355,8.516483333
835,39.05695,17.17204722
836,39.06163889,8.448191667
837,39.06351111,15.30019167
838,39.06612222,1.596883333
839,39.070025,8.462361111
840,39.07036667,17.13208889
841,39.07250556,17.13140278
842,39.07550556,17.13160556
843,39.07698611,17.13298333
844,39.07815556,17.13378333
845,39.08548056,10.87818611
846,39.08713333,9.526191667
847,39.09003056,17.12714722
848,39.10059444,8.234047222
849,39.10773611,17.12475833
850,39.10839722,16.07542222
851,39.11156111,8.315338889
852,39.11348333,9.457863889
853,39.11391667,8.353252778
854,39.11810833,8.420397222
855,39.11970556,12.55801944
856,39.12329167,12.81326389
857,39.12375833,9.503488889
858,39.12375833,9.50585
859,39.12375833,9.509858333
860,39.12375833,9.510819444
861,39.12375833,9.511922222
862,39.12375833,9.513936111
863,39.12375833,9.514586111
864,39.12375833,9.51535
865,39.12375833,9.515683333
866,39.12375833,9.515733333
867,39.12375833,9.515925
868,39.12375833,9.51875
869,39.12375833,9.52
870,39.12375833,9.52265
871,39.12375833,9.523005556
872,39.12375833,9.526191667
873,39.12652222,9.526191667
874,39.12824722,8.343319444
875,39.12824722,8.343902778
876,39.12824722,8.34435
877,39.12824722,8.345030556
878,39.12824722,8.345163889
879,39.12824722,8.345416667
880,39.12887778,8.284527778
881,39.12887778,8.285038889
882,39.12887778,8.285622222
883,39.12887778,8.286130556
884,39.12887778,8.287858333
885,39.12887778,8.28825
886,39.12974167,10.32235278
887,39.13081111,10.061125
888,39.13157778,8.315338889
889,39.13228333,16.06703056
890,39.13381667,16.06439444
891,39.14374722,8.308644444
892,39.15127778,9.390830556
893,39.15618333,16.05645833
894,39.16096667,16.05894722
895,39.16583333,9.030677778
896,39.17388611,9.357022222
897,39.17670556,9.058225
898,39.17885278,9.31565
899,39.18971667,15.33025556
900,39.18998333,8.315338889
901,39.19086944,20.15940278
902,39.19283889,9.31565
903,39.19593889,9.149555556
904,39.19779167,8.348666667
905,39.19779167,8.349191667
906,39.19779167,8.34975
907,39.19779167,8.350319444
908,39.19779167,8.350630556
909,39.19779167,8.351252778
910,39.19779167,8.351777778
911,39.19779167,8.352269444
912,39.19779167,8.352755556
913,39.19903056,9.1501
914,39.20158056,9.150341667
915,39.20195556,9.077780556
916,39.20406667,9.150061111
917,39.20535,9.080972222
918,39.20535,9.081941667
919,39.205725,9.266877778
920,39.20684167,9.611672222
921,39.20693056,9.080972222
922,39.20702222,9.081941667
923,39.20720278,9.081941667
924,39.20740556,9.081941667
925,39.21225556,9.152341667
926,39.21225556,9.152377778
927,39.21225556,9.153444444
928,39.21225556,9.153483333
929,39.21225556,9.153936111
930,39.21225556,9.15605
931,39.21225556,9.158841667
932,39.21225556,9.159433333
933,39.21225556,9.160636111
934,39.21225556,9.160897222
935,39.21225556,9.161722222
936,39.21225556,9.161883333
937,39.21225556,9.164641667
938,39.21225556,9.166936111
939,39.21225556,9.175097222
940,39.21225556,9.177852778
941,39.21225556,9.181658333
942,39.21245278,9.181658333
943,39.21305833,9.151647222
944,39.21399722,15.05719167
945,39.21653889,16.05706944
946,39.21769167,12.29780278
947,39.21796944,9.181691667
948,39.22000556,10.434725
949,39.22181389,9.185441667
950,39.22243889,9.181691667
951,39.22307778,9.185441667
952,39.22343333,9.210580556
953,39.22343333,9.210647222
954,39.22343333,9.210938889
955,39.22343333,9.211588889
956,39.22343333,9.211802778
957,39.22343333,9.211852778
958,39.22343333,9.212030556
959,39.22343333,9.212175
960,39.224025,9.194425
961,39.22638056,9.526191667
962,39.22805833,9.526191667
963,39.23199167,16.05441111
964,39.23371667,10.11999444
965,39.23400556,16.05592778
966,39.23782778,10.40413611
967,39.25579722,17.10678889
968,39.25584722,17.10675556
969,39.25595278,16.04553611
970,39.25747222,15.36750278
971,39.25918333,17.12005
972,39.26297222,16.04404444
973,39.26532778,17.10528056
974,39.26701667,16.04549167
975,39.26805556,17.106125
976,39.26829444,16.05349167
977,39.26995556,17.10696944
978,39.27218611,8.420397222
979,39.27310278,17.10773889
980,39.27732778,9.572333333
981,39.28652222,8.420397222
982,39.293675,8.420397222
983,39.29976944,17.12028611
984,39.29991667,16.04356111
985,39.3,9.618205556
986,39.31028056,8.420397222
987,39.33363611,8.398891667
988,39.34940833,2.970330556
989,39.35484444,16.031925
990,39.35679722,16.02983056
991,39.358375,16.03035556
992,39.36147222,17.13433611
993,39.36200833,17.13378333
994,39.36200833,17.13413611
995,39.36239722,17.13407778
996,39.36270278,17.13458056
997,39.36315,17.13425556
998,39.36349444,17.134375
999,39.36362778,17.13468056
1000,39.36611111,17.13564167
1001,39.36995,17.13468889
1002,39.37309444,17.13598333
1003,39.37388889,17.12462778
1004,39.39786111,17.15720833
1005,39.39946111,9.608238889
1006,39.39946111,9.608466667
1007,39.39946111,9.608711111
1008,39.39946111,9.60905
1009,39.39946111,9.609427778
1010,39.39946111,9.611213889
