beach,lon,lat
246,15.0874657,43.85166667
247,15.08746567,43.82811389
248,15.08747902,44.145475
249,15.08747548,42.95108056
250,15.08747174,41.00920833
251,15.08747175,41.00920833
252,15.08747915,40.21971111
253,15.08747176,41.00920833
254,15.08746481,43.68416944
255,15.08747025,44.32807778
256,15.08747476,44.33996111
257,15.08747327,44.35226667
258,15.08746683,40.94072222
259,15.08746116,40.17243611
260,15.08746453,43.11953333
261,15.0874763,44.27902778
262,15.08747448,44.33670556
263,15.08747542,42.70055
264,15.08747631,44.27902778
265,15.08747026,44.32807778
266,15.08747903,44.145475
267,15.08747632,44.27902778
268,15.08747027,44.32807778
269,15.08747329,44.35226667
270,15.08747508,44.33589444
271,15.08747633,44.27902778
272,15.08747328,44.35226667
273,15.08747528,44.31529167
274,15.0874695,44.29532222
275,15.08747293,44.37541667
276,15.08747529,44.31529167
277,15.08746934,44.24573333
278,14.99605,40.205008
279,15.08746572,43.85166667
280,15.08746874,44.22732778
281,15.08746875,44.22732778
282,15.08747823,42.24705556
283,15.08747069,44.35849167
284,15.08747152,40.95533611
285,15.08746543,43.81758889
286,15.0874733,44.35226667
287,15.08747509,44.33589444
288,15.08747634,44.27902778
289,15.08747904,44.145475
290,15.0874707,44.35849167
291,15.08747198,44.39150556
292,15.08747746,44.23841944
293,15.08747916,40.21971111
294,15.08746806,44.20531111
295,15.0874753,44.31529167
296,15.08747449,44.33670556
297,15.08747177,41.00920833
298,12.65480556,45.50581389
299,15.08746885,44.22498889
300,15.0874783,44.18133333
301,15.08747635,44.27902778
302,15.08747477,44.33996111
303,15.0874752,42.69098056
304,15.08747852,44.16953333
305,12.74798889,38.1979
306,15.08746574,43.86113611
307,15.08746684,40.94072222
308,15.0874745,44.33670556
309,15.08747028,44.32807778
310,15.08747905,44.145475
311,15.087472,44.39150556
312,15.08747199,44.39150556
313,15.08747451,44.33670556
314,15.08748047,44.04884722
315,15.08746692,44.09359444
316,15.08746807,44.20531111
317,15.0874751,44.33589444
318,15.08746685,40.94072222
319,15.08746449,40.41502778
320,15.08746654,44.01213889
321,15.08748048,44.04884722
322,15.08746573,43.85166667
323,15.08747555,43.11194167
324,15.08746564,43.82358333
325,15.08748049,44.04884722
326,15.08747831,44.18133333
327,15.08747029,44.32807778
328,15.08746888,40.1927
329,15.08747103,44.3886
330,15.08747104,44.3886
331,15.0874805,44.04884722
332,15.08747531,44.31529167
333,15.08747906,44.145475
334,15.08747201,44.39150556
335,15.08747202,44.39150556
336,15.08747331,44.35226667
337,15.08747332,44.35226667
338,15.0874694,44.24573333
339,7.859605,43.822231
340,15.08746808,44.20531111
341,15.08747322,44.35878611
342,15.08746907,44.24433611
343,15.17773056,37.61993056
344,15.08747333,44.35226667
345,15.08747991,44.09751667
346,15.0874809,44.07928889
347,15.08746718,43.52766111
348,15.08747495,44.34815833
349,15.08747503,44.34440556
350,15.08747768,44.23674444
351,15.08747826,44.18259444
352,15.08747306,44.37093056
353,15.08747494,44.34809167
354,15.087475,44.34313889
355,15.08747504,44.345475
356,15.08747506,44.34820278
357,15.08747225,43.4016
358,15.0874803,44.01015278
359,15.08747227,44.37655833
360,15.08747432,44.33476667
361,15.08747438,44.33402778
362,15.08747439,44.33450833
363,15.08747194,44.38180556
364,15.08747265,44.38026944
365,15.08746642,44.00485556
366,15.08748081,44.07883611
367,15.08747356,44.34698611
368,15.08747367,44.35263611
369,15.08746594,43.92386389
370,15.08747065,44.35783333
371,15.08746123,43.75683056
372,15.08747475,44.33993889
373,15.08746631,43.91813333
374,15.08747657,44.27150556
375,15.08746652,44.01022778
376,15.08746533,43.81675278
377,15.08746942,44.24749722
378,15.08747791,44.15933611
379,15.08746326,42.35136667
380,15.08747478,44.33996111
381,15.08748034,44.04839444
382,15.0874743,44.33291944
383,15.08746676,44.02391667
384,15.08747853,44.16831111
385,15.08747016,44.32710833
386,15.08746702,43.77656944
387,15.08746504,43.78163333
388,15.08746544,43.81758889
389,15.08746703,44.10700833
390,15.08747024,44.32779167
391,15.08747193,44.37967222
392,15.08747358,44.34878611
393,15.08747363,44.35161389
394,15.0874737,44.35407778
395,15.08747474,44.33955556
396,15.08747662,44.27266667
397,15.08747762,44.23735278
398,15.08747614,44.27064722
399,15.08747666,44.27353889
400,15.08747674,44.27595
401,15.08746488,43.77065833
402,15.08747357,44.34839444
403,15.08747671,44.27516944
404,15.08746461,43.57617778
405,15.08746237,40.18694167
406,15.08747299,44.37104722
407,15.08747321,44.35798056
408,15.08747286,44.37752778
409,7.685342,43.783004
410,15.08746524,43.77625833
411,15.08746653,44.01102222
412,15.08747319,44.35510556
413,15.08746877,44.22745556
414,15.08747442,44.33490278
415,15.08747366,44.35242778
416,15.08746489,43.77243056
417,15.08746756,44.16593889
418,15.08747051,44.34088056
419,15.08747514,44.33567222
420,15.08746496,43.78580278
421,15.0874653,43.77601667
422,15.087468,44.20428889
423,15.08746772,44.16870278
424,15.08746499,43.78732778
425,15.08747015,44.326575
426,15.08747362,44.35131944
427,15.08747284,44.24705278
428,15.08747376,44.35630833
429,15.08747619,44.27746389
430,15.08748079,44.0808
431,15.0874723,44.38578889
432,15.08746532,43.77793889
433,15.08746559,43.813825
434,15.08746944,44.29417222
435,15.08747452,44.33670556
436,15.0874665,44.00969722
437,15.08746678,44.02704722
438,15.08747523,44.31767222
439,15.08747365,44.35228889
440,15.08746773,44.16716667
441,15.08747062,44.35628889
442,15.08747325,44.35501944
443,15.08747064,44.35565278
444,15.08746281,40.417313
445,15.0874687,44.22654167
446,15.08746221,40.12598056
447,15.08746503,43.78650556
448,15.08746769,44.168775
449,15.08746774,44.169175
450,15.08747313,44.35929722
451,15.0874744,44.33483056
452,15.08747668,44.27382778
453,15.08746595,43.92386389
454,15.0874688,44.23055
455,15.08746833,44.226025
456,15.08747371,44.35414722
457,15.08746405,40.41394444
458,15.08746435,40.149675
459,15.08746679,44.23103333
460,15.08747429,44.33399444
461,15.0874749,44.34781944
462,15.08747493,44.34801667
463,15.08746531,43.77657778
464,15.08747511,44.33589444
465,15.08746469,43.68944722
466,15.08746879,44.22841667
467,15.08747316,44.36064167
468,15.08747744,44.23906111
469,15.0874678,44.16968611
470,15.08746473,43.69103056
471,15.08746782,44.16966389
472,15.08746768,44.16867222
473,15.08746777,44.1696
474,15.08746876,44.22732778
475,15.08747314,44.35834167
476,15.08747496,44.34821944
477,15.08747663,44.27271389
478,15.08746232,40.18464444
479,15.08746952,44.29453889
480,15.08747524,44.31718611
481,15.08747897,40.96054444
482,15.0874615,43.36501944
483,15.0874646,43.54944722
484,15.08748078,44.07978889
485,15.08747019,44.32710278
486,15.08747368,44.3531
487,15.08748027,44.04888611
488,15.08746693,44.09359444
489,15.08747599,44.16739167
490,15.08746225,40.17995833
491,15.08746675,44.01429167
492,15.08746764,44.16834722
493,14.747367,40.656628
494,15.08746674,44.01341111
495,15.08746829,44.22470278
496,15.08746506,43.784525
497,15.08746271,40.41401944
498,15.08746498,43.78677778
499,15.08746238,40.18579444
500,15.08747427,44.33397778
501,15.08746882,44.211675
502,15.08746883,44.211675
503,15.08746236,40.18643611
504,15.08747304,44.37093889
505,15.08747071,44.35849167
506,15.08747917,40.21971111
507,15.08747659,44.27186111
508,15.08747441,44.33489444
509,15.08746587,43.91896111
510,15.08747435,44.33072778
511,15.08746967,44.29531944
512,15.08747491,44.34796389
513,15.08746655,44.01213889
514,15.08746239,40.187625
515,15.08746591,43.91934167
516,15.08747276,44.37818611
517,15.08747426,44.331025
518,15.08746126,42.46951667
519,15.08746132,43.52503611
520,15.08747266,44.37302778
521,15.0874683,44.22494167
522,15.08747232,44.38871111
523,15.08747625,44.28124167
524,15.08747755,44.23860556
525,15.08747882,44.16896667
526,15.08747985,44.09900833
527,15.08746779,44.16967778
528,15.08746497,43.78663333
529,15.08747672,44.27524167
530,15.08747759,44.23773056
531,14.876549,40.570861
532,15.08746226,40.18063889
533,15.08748042,44.04980833
534,15.08746404,40.41681389
535,14.954507,40.440607
536,15.08746651,44.01016944
537,15.08748046,44.04836111
538,15.08746525,43.77653889
539,15.08747522,44.31766389
540,15.0874703,44.32807778
541,15.08747042,44.32858611
542,15.08747052,44.34131111
543,15.0874731,44.37104722
544,15.08748044,44.08204444
545,15.0874656,43.81644167
546,15.08747101,44.38813333
547,15.08747502,44.34392778
548,15.08747623,44.28034167
549,15.08746508,43.78516944
550,15.08748091,44.07928889
551,15.08746686,40.94072222
552,15.08747318,44.36049722
553,15.08747986,44.09948056
554,10.52164167,42.92055278
555,15.0874677,44.1689
556,15.08747063,44.35686944
557,15.08747067,44.35818056
558,15.087471,44.388
559,15.08747373,44.35490833
560,15.08747676,44.27806389
561,15.08747758,44.23779444
562,15.08747556,43.11194167
563,15.08747018,44.32764167
564,15.08747023,44.32766389
565,15.08746889,40.1927
566,15.08746125,44.31806111
567,15.08746523,43.77569722
568,15.08746647,44.00899167
569,15.08746648,44.00916667
570,15.08746677,44.02434722
571,15.08746759,44.16638889
572,15.08746762,44.16709167
573,15.08746798,44.20261389
574,15.08746826,44.20706944
575,15.08747014,44.32646944
576,15.08747046,44.34017222
577,15.08747048,44.34064444
578,15.08747061,44.35517222
579,15.08747499,44.33587222
580,15.08747512,44.335775
581,15.0874766,44.27211111
582,15.08747661,44.27221111
583,15.08747664,44.27291944
584,15.08747669,44.27456111
585,15.0874767,44.27496389
586,15.08747673,44.27562222
587,15.0874784,44.18213056
588,15.08747098,44.38773333
589,15.08747813,44.20511389
590,15.08747996,44.09892222
591,15.08746457,43.418375
592,15.08746528,43.77513889
593,15.08747102,44.38832222
594,15.08748115,44.04893056
595,15.08747226,44.37488889
596,15.08748045,43.00410833
597,15.08746229,40.18093611
598,15.08746887,44.26898611
599,15.08746699,44.10046111
600,15.08746112,40.140225
601,15.08747984,44.09855556
602,15.08746966,44.29518056
603,15.08747066,44.35733056
604,15.08747285,44.37705556
605,15.08747678,44.278925
606,15.08748062,44.04854444
607,15.08747636,44.27902778
608,15.08746478,43.70562222
609,15.08747116,44.38876389
610,15.08747147,40.95003889
611,15.08747993,44.09814722
612,15.08748114,44.04880278
613,15.08747995,44.09872222
614,15.08748074,44.082475
615,15.08746757,44.16601389
616,15.08746758,44.16616667
617,15.08746831,44.22496111
618,15.08746832,44.22552222
619,15.08746878,44.22820833
620,15.08747044,44.33922778
621,15.08747099,44.38797222
622,15.08747105,44.3886
623,15.08747156,40.94268611
624,15.08747267,44.378775
625,15.08747615,44.27148056
626,15.08747616,44.27168056
627,15.08747617,44.27173056
628,15.08747618,44.271925
629,15.08747622,44.28029167
630,15.08747675,44.27635278
631,15.08747677,44.27824722
632,15.0874782,40.94585278
633,15.08748116,44.04914722
634,15.08746505,43.78379444
635,15.08747747,44.23841944
636,15.08746115,40.14658333
637,15.08747305,44.36609722
638,15.08747983,44.0978
639,15.08746512,43.77673889
640,15.08746729,44.14845833
641,15.08746763,44.16831944
642,15.08747317,44.35685278
643,15.08746586,43.91803889
644,15.08747228,44.37793611
645,15.08747757,44.23901667
646,15.08747045,44.33936944
647,15.08747428,44.33401667
648,15.08747656,44.271075
649,15.08747764,44.23758611
650,15.08747203,44.39150556
651,15.08747444,44.33515
652,15.08746233,40.18583889
653,15.0874624,40.18835
654,15.08747521,44.31700556
655,15.08746511,43.77767222
656,15.08747981,42.81313056
657,15.08746522,43.77465833
658,15.08747151,40.94028889
659,15.08747654,44.27051111
660,15.08747532,44.31529167
661,15.08746437,40.14828056
662,15.08747431,44.33551667
663,15.08747013,44.32566944
664,15.08747047,44.34033333
665,15.08747157,40.94331111
666,15.08747303,44.37093889
667,15.08747312,44.35921111
668,15.08747443,44.33491111
669,15.08746799,44.203575
670,15.08747274,44.37823611
671,15.08746406,40.41183611
672,15.08747041,44.32846667
673,15.08747624,44.28101389
674,15.08746906,44.24488333
675,15.08747375,44.35539722
676,15.08747885,42.91990278
677,15.08746585,43.882725
678,15.08747277,44.37764444
679,15.08747302,44.37116944
680,15.08747708,44.25616944
681,15.08747765,44.23745556
682,15.08747792,44.21496389
683,15.08747667,44.27359444
684,15.08746562,43.81665278
685,15.0874732,44.35667778
686,15.08747233,44.38921944
687,15.08746443,40.17664722
688,15.08747812,43.16001944
689,15.0874739,42.92055278
690,15.08746231,40.18413333
691,15.08746529,43.77561944
692,15.08746694,44.09530278
693,15.08746775,44.169475
694,15.08747315,44.35995833
695,15.08747433,44.32821111
696,15.08748037,44.04931667
697,15.08747525,44.317175
698,15.08746941,44.24573333
699,15.08748065,44.09004444
700,15.08746235,40.18502778
701,15.0874651,43.77833889
702,15.08746519,43.77657778
703,15.08746649,44.00925556
704,15.08746755,44.16563889
705,15.08746956,44.29488056
706,15.08747294,44.37541667
707,15.08747374,44.35533889
708,15.08747613,44.27043889
709,15.08747665,44.27295833
710,15.08747888,44.16771111
711,15.08747992,44.09798056
712,15.08748041,44.04767778
713,15.08746886,44.2373
714,15.08747323,44.35854722
715,15.0874614,43.51256111
716,15.08748025,42.74396944
717,15.08748067,44.10096944
718,15.08746224,40.17901944
719,15.08746227,40.18123611
720,15.08746792,44.18068333
721,15.08747053,44.34372222
722,15.08747487,44.34108333
723,15.08747832,44.18221944
724,15.08747488,44.34712222
725,15.0874771,44.25648056
726,15.08746741,44.01318889
727,15.08746771,44.16899444
728,15.08746765,44.16841944
729,15.08746943,44.24922778
730,15.08747229,44.38425
731,15.0874736,44.34969444
732,15.08747434,44.32985556
733,15.08747707,44.25681944
734,15.08746597,43.94885278
735,15.08746447,42.32438889
736,15.08746113,42.76278611
737,15.08746778,44.16856667
738,15.08746219,40.12276111
739,15.08747231,44.385925
740,15.08747234,44.389275
741,15.08747369,44.35360278
742,15.08747505,44.34587222
743,15.08747856,44.16929444
744,15.08747155,40.94166389
745,15.08747793,44.21515556
746,15.08747621,44.28009444
747,15.08746865,44.22584444
748,15.08747359,44.34935
749,15.08747887,44.16721944
750,15.0874679,44.18075556
751,15.0874807,44.02482222
752,15.08746146,43.47706111
753,15.08747301,44.37141944
754,15.08746438,40.14535
755,15.08746957,44.29488056
756,15.0874623,40.18319722
757,15.08746275,40.42515
758,15.087464,40.46975
759,15.08746501,43.78574722
760,15.0874652,43.77665833
761,15.08746521,43.77665833
762,15.08746575,43.88203889
763,15.0874762,44.27928333
764,15.08746273,40.41680556
765,15.08748036,44.04894167
766,15.08746434,40.148125
767,15.0874645,40.41502778
768,15.08746776,44.1695
769,15.08747507,44.33583611
770,15.08747658,44.27185278
771,15.08748035,44.04850278
772,15.08746196,42.92001667
773,15.087473,44.37137778
774,15.08747501,44.34385278
775,15.08746234,42.91888333
776,15.0874673,44.14861389
777,15.08748039,44.04978889
778,15.08746809,44.20531111
779,15.0874622,40.12251944
780,15.08746222,40.12567778
781,15.08747372,44.35457778
782,15.08746791,44.18075556
783,15.08747857,44.16953333
784,15.08746276,40.42353611
785,15.08748117,40.124225
786,15.08747017,44.32737222
787,15.08746939,43.09902222
788,15.08746439,40.14853333
789,15.08746228,40.18213056
790,15.08747361,44.35065278
791,15.08747851,44.17033056
792,15.08747994,44.09829167
793,15.08747492,44.34799444
794,15.08747655,44.27103333
795,15.08747106,44.38864444
796,15.08747191,41.03679444
797,15.08747817,41.00584444
798,15.08746561,43.81591944
799,15.08747907,44.145475
800,15.08746139,42.09133889
801,15.08747756,44.23893056
802,15.08746314,41.00521389
803,15.0874804,44.04936111
804,15.08748051,44.04884722
805,15.08746868,44.20774444
806,14.787282,40.633036
807,15.08746592,43.91934167
808,15.08748052,44.04884722
809,15.08746656,44.01213889
810,15.08746657,44.01213889
811,15.08746545,43.81758889
812,15.08746935,40.19979167
813,15.08747072,44.35849167
814,15.08747073,44.35849167
815,15.08747074,44.35849167
816,15.08747204,44.39150556
817,15.08747908,44.145475
818,15.0874681,44.20531111
819,15.08746546,43.81758889
820,15.08746811,44.20531111
821,15.08746812,44.20531111
822,15.08746869,44.21704444
823,15.08746834,44.226025
824,15.08747137,42.04932222
825,15.08746547,43.81758889
826,15.08746486,43.75726667
827,15.08746835,44.226025
828,15.08747748,44.23841944
829,15.08746658,44.01213889
830,15.087476,44.16739167
831,15.08747479,44.33996111
832,12.30151667,44.43438056
833,15.08747604,44.16739167
834,15.08746813,44.20531111
835,15.08746482,43.68416944
836,15.08746483,43.68416944
837,15.08746687,40.94072222
838,15.08746688,40.94072222
839,15.08746731,44.14996389
840,15.08746659,44.01213889
841,15.08746689,40.94072222
842,15.08747605,44.16739167
843,15.08747075,44.35849167
844,15.0874666,44.01213889
845,15.08747205,44.39150556
846,15.0874748,44.33996111
847,15.08746814,44.20531111
848,15.08747206,44.39150556
849,15.08746662,44.01213889
850,15.08746661,44.01213889
851,15.08746836,44.226025
852,15.08747637,44.27902778
853,15.08747207,44.39150556
854,15.08746474,43.69103056
855,15.08747638,44.27902778
856,15.08746908,44.24433611
857,15.08746837,44.226025
858,15.08747076,44.35849167
859,15.08746909,44.24433611
860,15.08747551,42.96292778
861,15.08747737,42.75549444
862,14.62080833,36.74916111
863,15.08747606,44.16739167
864,15.08746476,43.68639444
865,15.08746479,43.67999722
866,15.08746838,44.226025
867,12.94337778,43.90626389
868,15.08747453,44.33670556
869,15.08747208,44.39150556
870,15.08746664,44.01213889
871,15.08746663,44.01213889
872,15.0874689,40.1927
873,15.08747639,44.27902778
874,15.08746665,44.01213889
875,15.08747107,44.38864444
876,15.08747607,44.16739167
877,15.08747077,44.35849167
878,15.08746666,44.01213889
879,15.08747209,44.39150556
880,15.08747854,44.16831111
881,15.08747515,44.33567222
882,15.08746388,40.13972222
883,15.08746548,43.81758889
884,16.12496389,41.39355
885,15.08747516,44.33567222
886,15.0874691,44.24433611
887,15.08746891,40.1927
888,15.08746839,44.226025
889,15.08746667,44.01213889
890,15.08746668,44.01213889
891,15.08746669,44.01213889
892,15.08747031,44.32807778
893,15.08747078,44.35849167
894,15.08747738,42.75549444
895,15.08747608,44.16739167
896,15.0874667,44.01213889
897,8.16529,43.978351
898,15.08747918,40.21971111
899,15.08747079,44.35849167
900,15.08747609,44.16739167
901,15.0874708,44.35849167
902,15.0874721,44.39150556
903,15.08747081,44.35849167
904,15.08747268,44.378775
905,15.08746892,40.1927
906,15.08747211,44.39150556
907,15.0874761,44.16739167
908,15.08747705,44.25185
909,15.08746893,40.1927
910,15.08747334,44.35226667
911,15.08746114,40.17235
912,15.08747269,44.378775
913,15.08747454,44.33670556
914,15.08747212,44.39150556
915,15.08747455,44.33670556
916,15.08746454,43.23752222
917,15.08746911,44.24433611
918,15.08747139,42.55843611
919,15.08747158,42.61104444
920,15.08747456,44.33670556
921,15.08746894,40.1927
922,15.08746117,40.17243611
923,15.08747213,44.39150556
924,15.08747858,44.16831111
925,15.08747611,44.16739167
926,15.08747855,44.16831111
927,15.08746448,42.32438889
928,15.0874684,44.226025
929,15.08747533,44.31529167
930,15.08747214,44.39150556
931,15.08746841,44.226025
932,15.08747841,44.18213056
933,15.08747335,44.35226667
934,15.08747215,44.39150556
935,15.08746793,44.18068333
936,15.0874727,44.378775
937,15.08747295,44.37541667
938,15.08747457,44.33670556
939,15.08747749,44.23841944
940,15.0874775,44.23841944
941,15.08747919,40.21971111
942,15.08746895,40.1927
943,15.08747216,44.39150556
944,15.08747307,44.37093889
945,15.08747612,44.16739167
946,15.08747217,44.39150556
947,18.43109167,40.272525
948,15.08746815,44.20531111
949,15.08746816,44.20531111
950,15.08746912,44.24433611
951,15.08747218,44.39150556
952,15.08747219,44.39150556
953,15.08747271,44.378775
954,15.08747336,44.35226667
955,15.08747641,44.27902778
956,15.08747859,44.16831111
957,15.08747337,44.35226667
958,15.08746913,44.24433611
959,15.08746914,44.24433611
960,15.08747296,44.37541667
961,15.0874764,44.27902778
962,15.08747642,44.27902778
963,15.08746695,44.09359444
964,15.08747082,44.35849167
965,15.08747108,44.38864444
966,15.08747272,44.378775
967,15.0874722,44.39150556
968,15.08747273,44.378775
969,15.08747338,44.35226667
970,15.08747221,44.39150556
971,15.08746403,40.42916111
972,15.08747083,44.35849167
973,15.08747084,44.35849167
974,15.08747549,42.95108056
975,15.08747339,44.35226667
976,15.08746696,44.09359444
977,15.08746697,44.09359444
978,15.08746549,43.81758889
979,15.08747032,44.32807778
980,15.08747109,44.38864444
981,12.46609167,37.707225
982,15.08747769,42.80140556
983,15.08747222,44.39150556
984,15.08747223,44.39150556
985,15.0874786,44.16831111
986,15.08747751,44.23841944
987,15.08746732,44.14996389
988,15.08746385,40.16396389
989,15.08746698,44.09359444
990,15.08747033,44.32807778
991,15.08746733,44.14996389
992,15.08746734,44.14996389
993,15.08746737,44.15322778
994,15.08746817,44.20531111
995,15.08746818,44.20531111
996,15.08746842,44.226025
997,15.08747235,44.39150556
998,15.08747909,44.145475
999,15.08746819,44.20531111
1000,15.08746551,43.81758889
1001,15.0874774,42.89752778
1002,15.0874655,43.81758889
1003,15.08746565,43.82358333
1004,15.08746738,44.15322778
1005,15.08746851,44.226025
1006,15.08747534,44.31529167
1007,15.0874791,44.145475
1008,15.08746583,43.88316944
1009,15.08747535,44.31529167
1010,15.08746552,43.81758889
