beach,lon,lat
0,14.41845833,35.983175
1,18.48337778,40.07989722
2,13.87811667,42.94950556
3,13.77840833,45.65363056
4,18.09272778,41.76084722
5,8.880933333,44.33368056
6,8.163436111,40.64706111
7,8.398891667,44.19268056
8,9.89805,44.06571667
9,8.393711111,44.20817222
10,15.63195,38.21683889
11,13.17980278,38.7018
12,8.398891667,39.51818889
13,9.89215,44.07688889
14,8.880933333,44.40705278
15,9.744138889,43.03778333
16,12.32971111,37.93124167
17,17.97884167,40.05624722
18,17.89754722,40.26242222
19,17.769375,39.8424
20,17.68175833,39.92158333
21,16.58971111,39.63345556
22,9.188405556,44.30281944
23,9.631138889,44.14638889
24,13.87718056,42.99060556
25,8.338502778,44.16998611
26,16.63538333,40.08619722
27,10.27539167,43.66791944
28,9.811752778,44.05094167
29,8.962211111,44.08623889
30,9.503488889,44.22001667
31,18.30554722,40.9153
32,14.242925,40.55091111
33,9.575188889,44.17310556
34,12.50111667,37.70888889
35,9.837008333,44.07226389
36,9.655763889,44.14219444
37,8.184275,44.02564167
38,12.10928333,37.88029722
39,8.659708333,42.5647
40,8.962211111,43.69149444
41,8.880933333,44.39400556
42,7.783244444,40.0721
43,10.32379722,43.495825
44,9.188727778,44.30281944
45,9.080972222,41.13987222
46,8.880933333,42.64203611
47,9.191025,44.30281944
48,9.194425,44.30281944
49,15.22763056,38.78296111
50,4.575966667,40.34608889
51,10.599375,36.12506667
52,9.100797222,44.36094444
53,16.60305833,41.21465278
54,15.28791667,37.85306667
55,9.450758333,42.77371389
56,9.391394444,41.21443611
57,9.450758333,42.70267222
58,9.225330556,41.34027778
59,15.24047778,38.2193
60,14.21999444,42.48018889
61,13.22505556,43.71995833
62,10.42455,43.39905278
63,9.526191667,41.01205556
64,12.33878333,45.43433611
65,11.69346667,42.2196
66,13.61887778,43.55664722
67,9.752261111,44.10673611
68,11.94362778,36.82904444
69,10.20139444,42.81230278
70,9.751444444,43.03778333
71,9.802752778,44.05193611
72,9.850575,44.08365
73,15.21899722,37.23374722
74,14.55028611,36.78480278
75,14.71945556,36.71260833
76,10.42727778,43.39241389
